msno,payment_method_id,payment_plan_days,plan_list_price,actual_amount_paid,is_auto_renew,transaction_date,membership_expire_date,is_cancel
/61sw91hwiQwLQ4oY8Ag2m0bdsr0HjnQfbuMultgd/U=,41,30,99,99,1,2016-09-23,2016-10-23,0
/61sw91hwiQwLQ4oY8Ag2m0bdsr0HjnQfbuMultgd/U=,41,30,99,99,1,2016-10-23,2016-11-23,0
/61sw91hwiQwLQ4oY8Ag2m0bdsr0HjnQfbuMultgd/U=,41,30,99,99,1,2016-01-23,2016-02-23,0
/PhKPEPcGTIlcGZBXwuzpolV/Q1puq7okouZGO+qPwQ=,34,0,0,149,1,2015-03-31,2015-04-30,0
/PhKPEPcGTIlcGZBXwuzpolV/Q1puq7okouZGO+qPwQ=,34,30,149,149,1,2016-08-31,2016-09-30,0
/h/dIifv5bhMtqAyjFZpNvKkBx+qmEC1oKSWe630QdI=,41,30,149,149,1,2015-12-31,2016-02-01,0
/h/dIifv5bhMtqAyjFZpNvKkBx+qmEC1oKSWe630QdI=,41,30,149,149,1,2015-05-31,2015-07-01,0
/h/dIifv5bhMtqAyjFZpNvKkBx+qmEC1oKSWe630QdI=,41,30,99,99,1,2016-10-22,2016-11-22,0
/olKUTsndeEoXJJTKggUupHusCNqYVDXPfqsqzLPprk=,14,30,149,149,1,2016-07-31,2016-08-31,0
/uDDIk8i0pqlwKQi/LV9AE5PQ2j5h3c/yOM+3rPiCHA=,41,30,99,99,1,2016-11-19,2016-12-19,0
/uDDIk8i0pqlwKQi/LV9AE5PQ2j5h3c/yOM+3rPiCHA=,41,30,99,99,1,2017-02-19,2017-03-19,0
/v0556fT6H7NdrdMtEuW2jsxPMOMRtlvlrj/X23x6Vo=,41,30,99,99,1,2016-09-13,2016-10-13,0
01fTngo7owT5WbytVB4p7iwaqNCN7O8Tt12Bbhq+7SU=,30,30,129,129,1,2017-01-24,2017-02-23,0
05Hn9rNIh8IpAIaH0KJN9LU7vSkDWUyPx9WElYbb7fw=,38,30,149,149,0,2016-05-11,2016-06-10,0
0DCjLpkPfeWI88rFIBBTwO7kIlnw75XKXY7No+qTqPs=,41,30,129,129,1,2017-01-14,2017-02-14,0
0F6CUDwQHCMB25fpEqFsrnH9Oq8UoPDqKA0UFbzJTUI=,37,30,149,149,1,2016-01-11,2016-02-10,0
0L45NtQRBv4QP/xJxvupGR2vxLkE0jlbMmozufgY+7o=,41,30,149,149,1,2015-09-11,2015-10-12,0
0P6BPsWtOXSZFwsRb2ko96DL+8NQ82zleA+UFw1HVU4=,41,30,129,129,1,2015-05-24,2015-06-28,0
0P6BPsWtOXSZFwsRb2ko96DL+8NQ82zleA+UFw1HVU4=,41,30,149,149,1,2016-07-24,2016-08-28,0
0Q60ygykaIm+M9tt8pDff//XWCvCvfzqaLykxMy0cHc=,41,30,99,99,1,2016-10-22,2016-11-22,0
0Y2WTAB1AZsKDHyAgC3jHco+8A4IC26n7YsarUSgzuM=,41,30,149,149,1,2015-01-16,2015-02-16,0
0Y2WTAB1AZsKDHyAgC3jHco+8A4IC26n7YsarUSgzuM=,41,30,99,99,1,2016-01-20,2016-02-20,0
0xS0eezjAD9hXV/cSPq2+aPOfYs1xkClW4RomHoBHkk=,40,30,149,149,1,2015-12-07,2016-01-06,0
0xS0eezjAD9hXV/cSPq2+aPOfYs1xkClW4RomHoBHkk=,40,30,149,149,1,2016-12-07,2017-01-06,0
1956+eQJbBscYgGz7zbVZffPcROgI26dA7JrAaCv/Kw=,38,30,149,149,0,2016-09-05,2016-10-05,0
1FxLtTxjVxfy5rA+OkczDmHkCfAvqNHA2m6Ijjv1bDw=,41,30,99,99,1,2016-02-09,2016-03-09,0
1FxLtTxjVxfy5rA+OkczDmHkCfAvqNHA2m6Ijjv1bDw=,41,30,99,99,1,2017-01-09,2017-02-09,0
1Ikiaf5k11nLSbT4IuoILToE84IntuR7s7asgHRFd10=,41,30,149,119,1,2015-02-01,2015-03-01,0
1Ikiaf5k11nLSbT4IuoILToE84IntuR7s7asgHRFd10=,41,30,149,119,1,2015-03-01,2015-04-01,0
1Pod+7e4p7ZYr1b7qmXQtDa+ppPaKLcmbSlNPlgihz4=,41,30,149,149,1,2015-01-12,2015-02-12,0
1QhxELF1TI7o9bm7qSIZmUbeCKXgRkM9nEu5lwCp1Yk=,38,30,149,149,0,2016-12-05,2017-01-04,0
1kSBxZt0W6o2CpLGHIeakNLEkF2Xpymr1R/CYsPTlVo=,41,30,99,99,1,2016-03-20,2016-04-20,0
1p4V9/WEUqCGuyfLlIxSyTUwembRfnyfb2fXFcHialM=,41,0,0,149,1,2015-05-12,2016-07-11,0
2S5sLtKWwSYYToVrMAOFU0to055jOBs73ap/USNrcNE=,41,30,129,129,1,2017-02-02,2017-03-02,0
2XOdJjoFh0zU1jZ8WxaMdfpLh6MvIOAmYGakmqAx6ZQ=,39,30,149,149,1,2016-01-31,2016-03-16,0
2eSpregKaPvPHfu/CbD6RtqrRVOsTU+F3s/lwhQEee0=,41,30,99,99,1,2016-11-12,2016-12-12,0
2rTlVCD3ubrk82ZIqOE9bCqJWxg0I+5gmg6lssExaPg=,41,30,149,149,1,2015-10-03,2015-11-03,0
2rTlVCD3ubrk82ZIqOE9bCqJWxg0I+5gmg6lssExaPg=,41,30,149,149,1,2015-04-03,2015-05-03,0
2uOQBnuzKfwcP8qrEFHE9k0xJtH4QmnxZ4nQ8pOveOY=,37,30,149,149,1,2016-07-15,2016-08-14,0
2uOQBnuzKfwcP8qrEFHE9k0xJtH4QmnxZ4nQ8pOveOY=,37,30,149,149,1,2016-09-15,2016-10-14,0
2zdqR2h1X2f1rEWDGkLSuvZaR31vm7h1asQum+Prr1U=,34,0,0,149,1,2015-07-31,2015-08-31,0
2zdqR2h1X2f1rEWDGkLSuvZaR31vm7h1asQum+Prr1U=,34,30,149,149,1,2016-12-31,2017-01-31,0
38QvmdLUNgG9N0NuPSMiuToeocfNU8NBkGRhK+DoJhQ=,41,30,149,0,1,2016-01-11,2016-01-11,1
39J/LXnbmozVGhXlG+lRr/RuCPMeuyr5b7Tm/LjkwaM=,40,30,149,149,1,2016-02-27,2016-03-26,0
39J/LXnbmozVGhXlG+lRr/RuCPMeuyr5b7Tm/LjkwaM=,40,30,149,149,1,2017-02-01,2017-02-28,0
3BsOGmc0CG7n3Bd6sCTBzWGPP+qsnB616H8snK3mV1s=,36,30,150,150,0,2015-10-04,2015-11-03,0
3BsOGmc0CG7n3Bd6sCTBzWGPP+qsnB616H8snK3mV1s=,36,30,180,180,1,2016-06-08,2016-07-07,0
3UDKY4Qe9DjazKZk8KjqBS0n4myBH5KO1NmD5Jteeng=,41,30,129,129,1,2015-10-25,2015-10-25,1
3bVIj0VkEH+NGWsntNcr4sbpwA4TozztNycokxWNb5U=,23,0,0,149,1,2015-08-31,2015-09-30,0
3bVIj0VkEH+NGWsntNcr4sbpwA4TozztNycokxWNb5U=,23,30,149,149,1,2015-11-30,2015-12-31,0
3sn3uwFf6ScYjYefqJkMGekFIm9+yJ9TJuJ6VkqEIjM=,41,30,99,99,1,2016-07-31,2016-08-31,0
3wKGoqKV0SCL5L2jM/lys92LPzJP8ngf0kbRKIQmfv4=,41,30,99,99,1,2016-08-12,2016-09-12,0
3wKGoqKV0SCL5L2jM/lys92LPzJP8ngf0kbRKIQmfv4=,41,30,149,149,1,2015-11-03,2015-12-03,0
3x+mEk6brriO6UurqfnwDPLaVGe6zFTu50MyXP3u3qs=,38,120,477,477,0,2016-09-19,2017-01-17,0
3x4uLajm30JLnenzCvsCRC5Vp+zXqKFhgMQ9LStxXd4=,40,30,149,149,1,2017-01-05,2017-02-14,0
3x4uLajm30JLnenzCvsCRC5Vp+zXqKFhgMQ9LStxXd4=,40,30,149,149,1,2016-11-05,2016-12-14,0
3ymstTBbv7Ni5t6d+4u7U5PXMQCH+pKKfCvvWfyB17g=,41,30,149,149,1,2016-11-19,2016-12-19,0
3zSXk9ZBpkiK84nTxLkKUk6woV8lQCKbIMR2i/2Tg20=,41,30,129,129,1,2015-11-03,2015-12-03,0
3zSXk9ZBpkiK84nTxLkKUk6woV8lQCKbIMR2i/2Tg20=,41,30,149,149,1,2016-06-03,2016-07-03,0
41grvXgdb1zM4R7CoPs5N85P4My3CYb/RCzdBPiGceo=,38,30,149,149,0,2017-02-20,2017-03-22,0
41grvXgdb1zM4R7CoPs5N85P4My3CYb/RCzdBPiGceo=,38,30,149,149,0,2016-02-23,2016-04-24,0
46WqmqyL17TFLDtfiQ+au/8OsMowEuB7OaTSdGt+X3Y=,41,30,99,99,1,2016-08-14,2016-09-14,0
4M/T6ojq+bIt0MU+TRVitPkvI2XWXkIZFIyKYT0mo28=,41,30,99,99,1,2016-12-26,2017-01-25,0
4S0856f6+Wy9328ol91uM7qKALWDH6ON4Z7gEa5vaQo=,36,30,180,180,1,2016-05-03,2016-06-05,0
4S0856f6+Wy9328ol91uM7qKALWDH6ON4Z7gEa5vaQo=,36,30,150,150,0,2016-04-05,2016-05-05,0
4SZBmxLz3PVAaViPNVnj4WoMobEjbRyZqXERh9eTuVc=,37,30,149,149,1,2015-10-01,2015-10-31,0
4Vl8NBSknbUQdpZ+2U4gxoGZOMP+tlK6QoswRQwe+Pg=,41,30,149,149,1,2016-05-17,2016-05-18,1
4Xfpm0vGAcy+vaIJlNi8IGRZy3kCWQcfkfeslpFtg7U=,41,30,99,99,1,2017-02-25,2017-03-25,0
4Xfpm0vGAcy+vaIJlNi8IGRZy3kCWQcfkfeslpFtg7U=,41,30,99,99,1,2016-02-25,2016-03-25,0
4g5lljYRmsv3hoUGgnHyyoAODb9pTqfqiIhAq19Hkyk=,34,30,149,149,1,2016-04-30,2016-05-31,0
4gczHCl8o90musTr+fdkoZ1PoP4ims8TCtxkS0BJnfE=,36,30,180,180,1,2016-10-12,2016-11-11,0
4gczHCl8o90musTr+fdkoZ1PoP4ims8TCtxkS0BJnfE=,36,30,180,180,1,2017-01-12,2017-02-11,0
4qmfqxYbl06wUrfEZKoBFSO+989acDnC23wZOOnf6Nw=,41,30,149,149,1,2015-04-02,2015-05-02,0
4wWkYb2fcqTAj/D+7YlOgOJxD8C/bGsI948ytRXmS9o=,37,30,149,149,1,2016-08-07,2016-09-09,0
4zOZNcW21WLi+rcpEu4lQ8kvfYg6KPEpnWAWLVJpt00=,41,30,129,129,1,2016-03-31,2016-05-01,0
4zhfZvXC6meD5Ku03KHdWaPpSnYauXRxC8TV679fJKU=,34,30,149,149,1,2015-12-31,2016-01-31,0
4zhfZvXC6meD5Ku03KHdWaPpSnYauXRxC8TV679fJKU=,34,30,149,149,1,2016-03-31,2016-04-30,0
517cHn1Cog0mpN4blw/iEBbBeDCmhBNGXkqUWSQm7WY=,41,30,149,149,1,2015-11-30,2015-12-31,0
517cHn1Cog0mpN4blw/iEBbBeDCmhBNGXkqUWSQm7WY=,41,30,149,149,1,2015-05-31,2015-06-30,0
517cHn1Cog0mpN4blw/iEBbBeDCmhBNGXkqUWSQm7WY=,41,30,149,149,1,2015-06-30,2015-07-31,0
5CHjaC3ibSvEcAgEo77M0vqKzAYpfJuqxC7a/EKqbSk=,41,30,129,129,1,2016-03-31,2016-05-01,0
5CHjaC3ibSvEcAgEo77M0vqKzAYpfJuqxC7a/EKqbSk=,41,30,129,129,1,2016-02-29,2016-04-01,0
5TC99e58fcAQXtS1KFaU56M2dnsCJkKklsiSdicgEIU=,32,410,1788,1788,0,2016-01-12,2017-02-28,0
5XriIxPGUtVKe96NEaTekjEo3SbD8jwdOFL7Jn8Zmbw=,41,30,149,149,1,2016-11-21,2016-12-21,0
5l5EzHeBeqme1+ctXLgbWj0GfcxkJzlwB1N56pxAwbQ=,38,30,149,149,0,2016-04-09,2016-05-09,0
5tAKnCbVbN3iXprzs8XJKHzNEBL5vJIjnHaVC9XVANc=,40,30,149,149,1,2017-01-19,2017-02-18,0
5tAKnCbVbN3iXprzs8XJKHzNEBL5vJIjnHaVC9XVANc=,40,30,149,149,1,2016-09-19,2016-10-18,0
5tAKnCbVbN3iXprzs8XJKHzNEBL5vJIjnHaVC9XVANc=,41,0,0,149,1,2015-04-27,2015-05-27,0
65TakKmpRNVL42iBxYt6p/c/JNghrK7gqpr0gBtRJYY=,41,30,99,99,1,2016-11-19,2016-12-19,0
688dONVPKQmLlnTzOLgfsRue4YUs8VyqfCw+BXudwzg=,41,30,99,99,1,2016-02-29,2016-03-31,0
6XFOTMJtuaQA639RefFzR6LYy8jjZUjGjxUYGG4uDGA=,41,30,149,149,1,2015-06-07,2015-07-08,0
6XFOTMJtuaQA639RefFzR6LYy8jjZUjGjxUYGG4uDGA=,41,30,149,149,1,2016-07-07,2016-08-08,0
6aytNOVpeZMoFqu47Cctvw5DmkydvxwTXvsQeOJlXvo=,41,30,99,99,1,2016-07-19,2016-08-19,0
6xSLjj55xKPirUi7LQFn3mWSAGohBVUTrDQSjuuPgFw=,41,30,149,119,1,2015-06-08,2016-04-05,0
7FJBJ2ysxyTFFiAi6ZbbnTfLfY9+OTyGoU4SvQdCAnk=,41,30,99,99,1,2017-02-27,2017-03-27,0
7FJBJ2ysxyTFFiAi6ZbbnTfLfY9+OTyGoU4SvQdCAnk=,41,30,99,99,1,2016-07-27,2016-08-27,0
7fzkzVQFckJvEytAkacGLTSlLU4ZdmeAeU2tAtXsdwQ=,41,30,99,99,1,2016-12-12,2017-01-12,0
7kUGN2y3Q143+gLRBGgeOcYnE1LXcYV5NrAL/J/hacc=,39,30,149,149,1,2016-10-31,2016-12-17,0
7tdrKfdX+BwnX98bkw4bpbzeKuRF9QfE6ritOd0BorU=,38,30,149,149,0,2016-04-28,2016-05-28,0
8/rj+rHUNrXkcMX/3iZ+OCB/W8MEyp8JozMrzRkolNE=,33,0,0,149,1,2015-08-31,2015-09-30,0
86cKVXcTwfDEam7BEip402lmEJf9LRsVYChj9QcDApM=,40,30,149,149,1,2015-07-28,2015-08-27,0
87cQeuhrTycanfnhwiRR3b4PXNcuwoBpNU3T8OT46B8=,41,30,99,99,1,2016-11-12,2016-12-12,0
8B1y853+tEti0pKXqbClAdoBZgQJW7NQabITozqfbPY=,41,30,99,99,1,2015-08-31,2015-09-30,0
8Cei7Y5z1l8h4yhLKrjgzRjsLdBgMd9JjOGPC26AYWE=,41,30,129,129,1,2015-08-01,2015-09-01,0
8FFr/KRAJaRcVTlGvXri9G2pGwSY60fIhdHvVgN9sJI=,36,30,150,150,0,2015-11-15,2015-12-15,0
8xAy4oQ0quNxxQ+eDH2IFbYjhV117PZoZ/EgyVZywho=,39,30,149,149,1,2016-10-31,2016-12-26,0
95cYLu672EawpRggbyVNEASFBMJl2ImPrKamRIVPhx8=,41,30,149,149,1,2016-01-27,2016-02-28,0
97nVb/TTLWmyXd9OK+dk3ZWOOcKPQKFEGepfQhBtjzQ=,41,30,99,99,1,2016-02-20,2016-03-20,0
9CAoH6rnagB5k8EH9iFpuJ2HAmW1Gt1bNzgu+DCY+uw=,41,30,149,149,1,2015-05-18,2015-06-18,0
9DQAXbmzXOQRNzm8ZENGwEO+a/sZaYFGdg0S5rvE/rc=,41,30,99,99,1,2016-12-24,2017-01-24,0
9pC90DUjK4f0qzc3XNTdDbhE4vaQsaIsKlDDU7p4YSo=,36,30,150,150,0,2015-11-26,2015-12-26,0
9pFQ/FjmXeS27gN8odl8O6n+xO6md/vCU7M3txRg7Qs=,39,30,149,149,1,2015-08-31,2015-10-27,0
9pFQ/FjmXeS27gN8odl8O6n+xO6md/vCU7M3txRg7Qs=,39,30,149,149,1,2015-07-31,2015-09-27,0
9pFQ/FjmXeS27gN8odl8O6n+xO6md/vCU7M3txRg7Qs=,39,30,149,149,1,2016-09-30,2016-11-27,0
9pFQ/FjmXeS27gN8odl8O6n+xO6md/vCU7M3txRg7Qs=,39,30,149,149,1,2015-09-30,2015-11-27,0
9pFQ/FjmXeS27gN8odl8O6n+xO6md/vCU7M3txRg7Qs=,39,30,149,149,1,2016-07-31,2016-09-27,0
9qPnjypwx7g1EFumpt6ZRqxZVQDT8vCAAU0wRPRmJZE=,41,30,149,149,1,2016-07-21,2016-08-21,0
9sfAVr7QqIofDPLUXl876p34HEEptkafQIijitNEGNY=,37,31,149,149,1,2015-02-04,2015-03-05,0
9sfAVr7QqIofDPLUXl876p34HEEptkafQIijitNEGNY=,37,30,149,149,1,2015-12-05,2016-01-05,0
A1pi79pOsd8+ArIAnt7UHz8IIT7wRjiQpjaauXo4vAY=,41,30,149,119,1,2015-08-20,2016-07-16,0
A1pi79pOsd8+ArIAnt7UHz8IIT7wRjiQpjaauXo4vAY=,41,30,149,119,1,2015-03-20,2015-09-14,0
A77ajF8y/jTvlr05uAqOK2QFSUD2L0kfysHm7wEYF3c=,41,30,129,129,1,2015-02-04,2015-03-06,0
A77ajF8y/jTvlr05uAqOK2QFSUD2L0kfysHm7wEYF3c=,41,30,99,99,1,2016-04-16,2016-05-17,0
A77ajF8y/jTvlr05uAqOK2QFSUD2L0kfysHm7wEYF3c=,41,30,99,99,1,2016-11-16,2016-12-17,0
AAmE3GREMldT+u8e5MklcWpKKDbMUQL6oC+Ai3V4kVk=,41,30,99,99,1,2016-09-26,2016-10-26,0
ACMD3WVn785CwyMgW7mdXeC76e+sZwc/Ok+WiePYK+U=,31,30,149,149,1,2016-02-29,2016-03-31,0
ACMD3WVn785CwyMgW7mdXeC76e+sZwc/Ok+WiePYK+U=,31,0,0,149,1,2015-10-31,2015-11-30,0
ACrLCiTh8PeinNHROg3cOuqUnPhs0h6KpptOT9p9yuA=,41,30,99,99,1,2016-11-06,2016-12-06,0
ACrLCiTh8PeinNHROg3cOuqUnPhs0h6KpptOT9p9yuA=,41,30,99,99,1,2016-12-06,2017-01-06,0
AaCt+utkXfUJQRjli5nKpQ3IYeK6VAVdlolbB5sQ+ro=,41,30,99,99,1,2016-08-16,2016-09-16,0
AacwyeKmVb82gHaxbN/Fyt04Srp8v5pjBGRozpiAJ/s=,41,30,149,149,1,2015-09-15,2015-10-16,0
AbovFYFwnSts1qka1qji+fBo4Jm5JaYf558FPG3Hj3I=,38,30,149,149,0,2015-08-07,2015-09-06,0
AbovFYFwnSts1qka1qji+fBo4Jm5JaYf558FPG3Hj3I=,40,30,149,149,1,2016-12-01,2017-01-06,0
AyGUBzHQm53caMNFLUIAbVyLBfngFNuaSrgl2xdgvDQ=,41,30,149,149,1,2015-09-13,2015-10-13,0
Az8p1Y8WDRRGygkTZZ3L3B9U2HdqXPOjaydgKx9M4Ok=,38,30,149,149,0,2016-06-19,2016-07-21,0
Az8p1Y8WDRRGygkTZZ3L3B9U2HdqXPOjaydgKx9M4Ok=,38,30,149,149,0,2016-02-20,2016-03-22,0
B7SYxbVYZXUX8kfmCcbXoHWTBbcrNSQugwEa6KX14Hc=,41,30,149,149,1,2015-11-27,2015-12-27,0
B9BcLggRjFuNb2OnoCvTjl8KnA02Bm7pIPNlDEzQz1o=,38,30,149,149,0,2016-03-13,2016-04-12,0
BOWulv9XUi0uhveljgiY9Hv9fqwf0c1LBrpxyCTQueg=,41,30,99,99,1,2015-11-27,2015-12-27,0
BfEBMXDQqnB92orkDLOi2iuDF2pmMX3/jbVueKy+2j0=,40,30,149,149,1,2017-01-14,2017-02-13,0
BfEBMXDQqnB92orkDLOi2iuDF2pmMX3/jbVueKy+2j0=,40,30,149,149,1,2017-02-14,2017-03-13,0
BzMbdP5H7kG9CtqkAYYhcSJfLLOdKkHfvB+EzhAeXAo=,36,30,180,180,1,2016-12-29,2017-02-13,0
C2VXJ1hoPaZD6+m9x9UWxG8jXmBHnK8RWIEpbdCXL5Y=,41,30,149,149,1,2015-08-14,2015-09-14,0
C2VXJ1hoPaZD6+m9x9UWxG8jXmBHnK8RWIEpbdCXL5Y=,41,30,149,149,1,2017-01-10,2017-01-10,1
CFaw438TuB9MCT+vyd0NpjeQPnJsY9ac/vTXsrQ9Dfw=,37,30,149,149,1,2016-08-04,2016-09-04,0
CFaw438TuB9MCT+vyd0NpjeQPnJsY9ac/vTXsrQ9Dfw=,37,30,149,149,1,2015-06-04,2015-07-04,0
CIsPtG5+5pzDCX+JGh/hzg/CTOHTBxBHZGuzZX+bm+M=,41,0,0,149,1,2015-04-26,2015-05-26,0
CV98Wv9kvT+xaVhKd8+kkb/AzgEPukSYs9KqB3uxOB8=,41,30,149,149,1,2016-07-31,2016-08-31,0
CdTXnuXmNiY7zuEj3fcnVFopi6VBf2EHvY//t/9xg1U=,41,30,129,129,1,2016-04-01,2016-05-01,0
CmMByWv7LVgemujRHHvMJ+JDqgEEpKnESF0OX9Hw4f8=,37,30,149,149,1,2016-12-26,2017-01-26,0
CzO/GUoBd/tKlm5gsmKFGoC4jahmltfy+VWV5Sz9DMA=,38,30,149,149,0,2015-12-14,2016-01-13,0
D4xnCP4inzGy0/Dh8tRVM9OZP0HiKy0cdZGRdw6htzw=,41,30,149,119,1,2015-07-10,2015-08-11,0
D4xnCP4inzGy0/Dh8tRVM9OZP0HiKy0cdZGRdw6htzw=,41,30,149,149,1,2016-01-15,2016-01-15,1
D8jpCEGkU/Yq7BSewzrdR+L9VojDHisLoKrjsPiQAlY=,41,30,149,149,1,2015-08-20,2015-09-20,0
D8jpCEGkU/Yq7BSewzrdR+L9VojDHisLoKrjsPiQAlY=,41,30,149,149,1,2016-07-20,2016-08-20,0
D8jpCEGkU/Yq7BSewzrdR+L9VojDHisLoKrjsPiQAlY=,41,30,149,149,1,2016-12-20,2017-01-20,0
DDTISDUAlsDRMiQK/0XYUsA7Qk+FoNUk044NTYDihoc=,38,30,149,149,0,2015-07-18,2015-08-17,0
DDTISDUAlsDRMiQK/0XYUsA7Qk+FoNUk044NTYDihoc=,38,30,149,149,0,2015-01-04,2015-02-03,0
DEJTnx3cyFu+b0h6/NlLCPc6Dl/9O27EYYRd9wSc/yY=,41,30,149,149,1,2015-10-09,2015-11-09,0
DEJTnx3cyFu+b0h6/NlLCPc6Dl/9O27EYYRd9wSc/yY=,41,30,149,149,1,2015-01-09,2015-02-09,0
DHozEYaI0pViqgL0ww/yvNhQbkq8ZAt/MtcQE5bUXNI=,41,30,99,99,1,2016-03-13,2016-04-13,0
DHozEYaI0pViqgL0ww/yvNhQbkq8ZAt/MtcQE5bUXNI=,41,30,99,99,1,2016-11-13,2016-12-13,0
DkPwxRm8ZkuXFUDZnu0K2d7/fpcvMiKz85K+8V2f900=,36,30,180,180,0,2017-01-15,2017-02-14,0
DoHrKDp04KzkJjgmI3PK7YpVlhfBgTSJmbsQmCbJSP0=,41,30,99,99,1,2016-05-07,2016-06-07,0
DtZw0rJssGFSfVq9LkfBMqmDvJp/U/DspTPkPZzZYt4=,41,30,99,99,1,2016-12-15,2017-01-15,0
Dta442KneAVdGaohp5DxG4lkEE6mEFPhQMe5BkoT/vA=,41,30,99,99,1,2016-05-31,2016-06-30,0
DxHeYlWwbDWbeWOKW26WAFiYgpvnM5FediXIQJO1BOc=,41,30,149,149,1,2015-11-15,2015-12-16,0
DyzUtk5YAZaSxbK9LBSC5TD/t7ECYSiF9VPUKL0nadE=,41,30,149,149,1,2016-09-30,2016-10-31,0
DyzUtk5YAZaSxbK9LBSC5TD/t7ECYSiF9VPUKL0nadE=,41,30,149,149,1,2015-06-30,2015-06-30,1
E/aJgUd8R4GUp5sdJ7XAhKy687iWCBi2h3rlIax07ME=,37,31,149,149,1,2015-03-18,2015-04-18,0
E/aJgUd8R4GUp5sdJ7XAhKy687iWCBi2h3rlIax07ME=,37,30,149,149,1,2016-11-19,2016-12-18,0
E5ZnXf9XhxgaJNjDji/DXSBarBryY95UiPqOnt74d0I=,41,30,99,99,1,2016-12-11,2017-01-11,0
E7wUQcE5en53ah2RSV6ansqY9WRRwUcdTl4ix4gp0tI=,41,30,149,149,1,2015-02-16,2015-03-16,0
EDC1gOiKZCOKBVhcoZhXrMrn5yjCOuCDOhBfLlC2zMk=,41,30,99,99,1,2016-09-15,2016-10-15,0
EVFfF9jTBdWevM6Ov4yt2BcKLh1DwKn4Ae1T9UAbUQc=,40,30,149,149,1,2016-04-30,2016-05-31,0
EYhT3+3eVOxUxjLlm7dNpziPOUSZ4YX9nWVmv8HD/2k=,36,30,180,180,0,2016-10-14,2016-11-13,0
Eoz+pV1rn8Z00Np03/xNklgQ9JyDLPMZq+KJwTQ+TXo=,34,30,149,149,1,2016-09-30,2016-10-31,0
FAO3rAMCkW+91xwT3qF6OOoKWjb/Vqc830kbinaBDEQ=,40,31,149,149,1,2015-02-22,2015-03-22,0
FAsUjNGVLfxev1HE61UvSp3jBHfAW4nGvHyB/kq1b1Y=,41,30,99,99,1,2016-06-18,2016-07-17,0
FirbGxhnX14jG07i7b5sc/9QwkKTw+/XQ95B81sTRqo=,37,30,149,149,1,2016-09-13,2016-10-12,0
FirbGxhnX14jG07i7b5sc/9QwkKTw+/XQ95B81sTRqo=,37,30,149,149,1,2016-04-13,2016-05-12,0
FpRvejWQ3f0afL3vV3Z4gfciqjZcciVvQmNf88dwYtg=,39,31,149,149,1,2015-01-31,2015-03-09,0
FpRvejWQ3f0afL3vV3Z4gfciqjZcciVvQmNf88dwYtg=,40,30,149,149,1,2015-10-11,2015-11-10,0
FpRvejWQ3f0afL3vV3Z4gfciqjZcciVvQmNf88dwYtg=,39,30,149,149,1,2016-10-31,2016-12-11,0
FpRvejWQ3f0afL3vV3Z4gfciqjZcciVvQmNf88dwYtg=,40,30,149,149,1,2016-03-11,2016-04-10,0
G+qbeVeckwyzpFbp8H7qtUf4rZ6Gr5SzmMxdWPQauU0=,41,30,99,99,1,2015-10-27,2015-11-27,0
G3eOjm1xnR5mTbS5H2nexcpstgXKP4H33GZ57wioWHw=,33,30,149,149,1,2017-02-28,2017-03-31,0
G3eOjm1xnR5mTbS5H2nexcpstgXKP4H33GZ57wioWHw=,33,0,0,149,1,2015-08-31,2015-09-30,0
GCTbaFUWBTcEw7nr0krLKgLtUJ/8DpHVTNOMucWSVRA=,41,30,99,99,1,2016-08-11,2016-09-11,0
GREdhEym3cC6qdse9anrOb6mvi9hzsRXF3UmUeNvaKc=,41,30,149,149,1,2015-08-04,2017-01-03,0
GZMYW1cbALBDAUAAT7SisZys9pxcnwOZUrVGY2/mu7w=,41,30,149,149,1,2016-09-23,2016-10-23,0
GqmuMZMfK9CjJzt+hqRwKti157kuCgMbpJaFV8OUUVw=,41,30,99,99,1,2016-07-06,2016-08-06,0
Gr0UDy9jBWhncT+KsdRffj6TDVs3uJF5m+octzC33vw=,41,30,149,149,1,2015-07-17,2015-08-18,0
Gr0UDy9jBWhncT+KsdRffj6TDVs3uJF5m+octzC33vw=,41,30,149,149,1,2016-02-17,2016-03-18,0
Gr0UDy9jBWhncT+KsdRffj6TDVs3uJF5m+octzC33vw=,41,30,149,149,1,2016-01-17,2016-02-18,0
Gr0UDy9jBWhncT+KsdRffj6TDVs3uJF5m+octzC33vw=,41,30,149,149,1,2015-06-17,2015-07-18,0
Gr0UDy9jBWhncT+KsdRffj6TDVs3uJF5m+octzC33vw=,41,30,149,149,1,2017-02-13,2017-02-13,1
H17qitOMOXtlccqnQUPPOgaf4aDm9MVL0F3CCzncoUU=,41,30,99,99,1,2016-11-08,2016-12-08,0
H1JWsfn/M3efaC/k5VL+WOe/X38x8nPZAZZ8jHhsGG4=,41,30,149,149,1,2017-02-20,2017-03-20,0
H8Umrr9JkMothMUSt3gV/r4FvlTrm8jRvdgNaTo8SXg=,41,30,99,99,1,2016-06-20,2016-07-20,0
HIW8SOqchs12BRT9jBCjTinLMIuhznLonqf31OR5MgI=,41,30,99,99,1,2016-08-03,2016-09-03,0
HMfYhZtqbozAF54FMMAOY3dxZi7tnMi+AebB0ba/1Y8=,33,30,149,149,1,2016-10-31,2016-12-01,0
