msno,city,bd,gender,registered_via,registration_init_time
ai302uDwbMb1eywJ3NEiEk7jlXdUgj1g4fkLFVt1YmA=,1,0,,7,20160705
dmXF9vOAtt9i3h7hYZJnqaqKaUv8wLWvLONaQZTAVXE=,21,21,male,3,20150114
g788s+FxtBQuRix0YMgMdPy7yxQmdaMczcf1hJwTV38=,4,20,male,4,20160221
qLp369ON2FXuiP+sC8LwJ1w/GmUF9zl04WGYPjr6+qM=,1,0,,7,20110109
r1mPKuGW2mvyZ+ZGKgTEceM/VG7IUCEY6itM2iW3euA=,1,0,,7,20161018
x4MpvJAQhRd6f375TFVYDI9xUwDhFzDXry9hWGIwVb0=,1,0,,7,20120609
2FyBMj+1U0sC2WfO2YV35fMbwH8GwKPeX19BCb6Cdlg=,13,0,,9,20140313
83e22AWL7UATYQ3EyS7WQok5nPxgF8LbawIVBSSjvAw=,1,0,,7,20160424
IzmGuPJsUi+8Pk7xGIWHdsLbkagEUCNemVArscS7ndc=,1,0,,7,20160806
QH49u94ZHkcUMfRfiQ44cbM3A0B6O4L5rLLfQWWB9aw=,1,0,,7,20160621
QuBOB7WXtmTYJmWWrfxi2i5x1BEMfAGkF/UfR9YpfAA=,13,0,,4,20160902
Wk+V+N7Ogpw+BOE5CWpqEmuc2sVabuVC7oosexLxhKI=,10,32,female,9,20100118
YVjl08lI10w60Yvs57ftdOP8HFbec2tHKXG2KA3JX3Y=,5,18,female,3,20150903
a0KoMsDoCpe/KhBFqUxg2Stq6PBLDcgdtqn8PStf4ag=,22,24,male,9,20070404
eQzw0A9YnO9GdjGpddy8xff5ZwF6WUP8LboiiXcYk+k=,5,47,male,9,20070603
lHUPnEB0C6ZgGq7K+dWeQzBQmHJzxV8Tb38NIGJJ8MM=,1,0,,7,20130718
pzIcgDgXvI4gU1TK+Sm+W2yftltV9OpIGsm7Hx2Y9qk=,1,0,,7,20160906
r8s4DSnGaSSJBXpQJ1uCSHhC993nCgVTmcPiSLoiK+4=,1,0,,7,20150814
sfaDj0JXBPHRN7JHE5y2KNpiqhbO1S7uRwh3t+rnf9g=,20,20,male,3,20140609
wL5T9zhVmDdUz28l4ZEm6XHFLSW8FtLGx/TadxbfBLA=,13,32,male,7,20110923
wwNaMAZ55sEVHdeDI1BeXN5xWoDGYsrp8fukBEVPGwU=,1,0,,7,20120830
yP5769wVRjkjhBqmgcbadZ84Jhbj48KdQ1/qnVAIW4Q=,1,0,,7,20160320
95cYLu672EawpRggbyVNEASFBMJl2ImPrKamRIVPhx8=,1,0,,7,20120227
HqQ1wQQFrm9jI6PuBDtnocAPcRAhohV85wO/jpJNhA8=,22,17,male,4,20161108
JFQsHUv3xzOjyaHHe6NBZnniHUnhMLQh30CZGyJaMdI=,1,0,,7,20160820
R7GxCR0k8PRTrKl+YsAq5WSy34Pty/ecPzYFRrUi+fc=,1,0,,7,20160531
Vk7X7aY8Oshcpz73OFK4/iYThiqo0xcL7aiybGFo7gI=,13,30,male,7,20160808
VuXXYRjKwnEUzIsw48B49MXvZYatXh5bOSEGzmtd+iM=,13,31,male,9,20150507
YcZfRetDvFSLd32L6kSnaY4kW9DENu4HR3GJZsPuF3o=,14,20,male,3,20120114
iTJeUQdCJslswxuq+DAD/h6S+Gp9W0Jkmc2yg8r6gc8=,12,26,female,9,20070530
kYiRwKLwt/Jd582+wDJdydpEXAIZD/tkf825IOOC38U=,1,0,,4,20161202
kudYIO+YheGhsEE6U2LM/0thoYX1Z++s208E2/lvnfk=,1,0,,7,20160325
lucqMZ1mzohwuBJWXFgz12kD7fuCAkNMHHc5nseW5qM=,5,47,male,9,20101221
qcdmUOcEAUnBZP2eZ8SWazJEuCfgsoWNgxV+sAk2zwE=,1,0,,7,20120701
xIo1hCOo8Ad8nmACPkE+dwUc9XDUPqiZ+U3GfHhg5HM=,8,35,female,9,20140307
ybrps+qHDEcc1DlZ9u8UpCoDgzZPNRxyfLLXfUR8Wbg=,1,0,,7,20150807
za+WXP3RfvfJaVUohPnv4lJMuWUOYB+qAXeX+Hi/weM=,1,0,,7,20161218
A0ABMrVDqzFmtog9udu75AXL0XqP2/Iblt7eWoQqqSs=,1,0,,7,20140821
Rj6jMufEnCGcag5cGJGSl+YP8TcWtWN0NUiskqN6MAE=,13,27,female,9,20081023
U86AhM7rp5REfmGItxS08LQSklQhAwfK/AbWLTsFhLM=,10,49,female,7,20160719
UbF3aYkGw9G1sx6P8N4XjQYv8ahy/kKNybxbh+jIuDg=,5,0,,7,20130115
X1iYVYr5BIWZVlkUPM+kOQbXYWVB7Ws56IZ/VsnLEtg=,1,0,,7,20151009
YanHPb1H4u6LwFAW021O0gDbt2Tr/GkPVUGPAlA6y0s=,1,0,,7,20120725
eF4QQwOpyACrcYESxiR78zbZn7IWmcQfIIKGuXdd6uk=,1,0,,7,20161122
hmEIS3cFGXplwK+H8Bw4S5DDE4e7qjWYXo+ZgvSfvlk=,22,19,male,3,20150327
kf/b7lbOQcE7MHr6di8L5deXTCjJ2SQcYzefw+/jpRY=,1,0,,7,20140310
mj7pKN8xxERrtvekxKvpMPQ9kFDp3Wks3qbf6tDhr+4=,1,0,,7,20150829
olXN1vtpUMXpBh6n5+T/TsEY5hDm5Y5IRq5KYDHhV+E=,21,57,male,7,20160609
riYVTeHOcw4iJBOsQREgq7qfeNp8484XZJWDquYYpAc=,1,0,,9,20140706
uLG336hX7+gkG1x08pchYq+U/Jn+IfEiK7UIwZoXu7M=,1,0,,7,20160108
2uOQBnuzKfwcP8qrEFHE9k0xJtH4QmnxZ4nQ8pOveOY=,5,24,male,9,20100403
3wKGoqKV0SCL5L2jM/lys92LPzJP8ngf0kbRKIQmfv4=,1,0,female,7,20140304
4WNsls3Ibvf6n0zIkSQdGd/MGW5zF9hK6h3V6JcXuWM=,1,0,,7,20150730
8/rj+rHUNrXkcMX/3iZ+OCB/W8MEyp8JozMrzRkolNE=,4,31,male,9,20060303
BmLSjH1/ObP386gw2tcUb1H1VUxEqlFjMY02z4MbdOQ=,1,0,,7,20120509
CIsPtG5+5pzDCX+JGh/hzg/CTOHTBxBHZGuzZX+bm+M=,1,0,,7,20111020
DyzUtk5YAZaSxbK9LBSC5TD/t7ECYSiF9VPUKL0nadE=,12,27,male,7,20110624
Jy/YEyTC7PeV4RP0M+uH/lNAtomYMeIfbfy29CXcAFA=,15,19,female,9,20091227
TT4RyFaV3Y9IjoYr6pJxyNx5UaaQa1dytG9KgD2/Q0c=,1,0,,9,20140920
WdfxXBQo+bxOmFAg57iaJJn6OhUSXGMSWdrG2LjK6jM=,4,19,female,3,20160505
c2fcMpRq8DLfNEM/tT7rBICIAJ0WJZKHw9CKnVfeWp4=,1,0,,7,20120117
f1S1pUYuP/Crd+U9vzm8QakjZpK5PJLSyaRF/3vldso=,1,22,female,3,20160726
lvZzPvifUrGufpxFXu3wvzjByS4BvLm4CuWM7Uhm3vQ=,1,0,,7,20151210
pthb5Y0amP0D3TJcbhpCL5g6fpTjhjj6JNPSUUtYhUY=,9,31,female,7,20111006
tyJP2ZrfY3CRKALh67GGE0HqkxXBoGnMJyqr9Ia5zeE=,13,24,male,9,20070901
6aytNOVpeZMoFqu47Cctvw5DmkydvxwTXvsQeOJlXvo=,1,0,,7,20111221
iDWx6stKOaPRv1VuFFmR2ktb1uGU0p/Ok/X3smpwC3s=,4,24,female,7,20161217
oyIbYlldwpg0XbBfMRW6NvkKTnkuFONPrwz2xTjD43U=,1,0,,7,20130116
v1HXB+OgtLAnjDjnsH3aK5hRp/PLkSZ2cEQcx9DW8Ls=,14,34,male,9,20061022
ysKyi+YMlxeJmdJ8d67bozwye7EJL/vle9MZ2XpnYDI=,6,0,,3,20130707
zNoJ+yfm16bfn47vIj5zBQxlsxGAGkuW21klRomAXYI=,15,21,male,9,20140907
5hhVPUIpmQjQODSv7qLtwOHTj+PQc6JJ8FeQCVW7Yr8=,1,0,,13,20161105
PBfo4TCyjgtM5wqeK2sNEQGafdjrpWjvK+WmxjFjZAM=,20,26,male,3,20151012
VX3DRi4TZsatEjtAjw/RqFIIBBi4UKcYNXuXyd1cUBE=,1,0,,7,20160508
geBz3Kk6Z4RaX+GChG2s1Xh9Fhr2anvffmdzlAt0yVQ=,14,0,,3,20121006
ic7gA7JPV8TJxxuIXBWpdJ+csrxlmgkMKUB6bHsHbPQ=,1,0,,7,20170114
oHUNuIMH9gvM9awu01twGsHIeqbi608BkjQNdpqdz/E=,1,0,,7,20170119
3hRn4LhZ4ezKtIppzEMm712Od1toD4Cujgp6dEiAwVQ=,1,0,,7,20160411
CDwHRU73hzq8WKbpmP4BG4EPkgmgYd0ATnPOEr3x1A8=,1,0,,7,20130810
QTyf5RSXxFIFAIwFs0efD53/A15oh5DrQzGhUnx0M3I=,1,0,,7,20151210
YgiaQYK7ehVq9f6ijl+HC0edpACxffZ377jQi0rDJxk=,1,0,,7,20150329
Ylb+T9ComwWAB06jegmhKAiCQ5Em20i+d6fj47J51j4=,1,0,,7,20120412
d0zHc3OTOvrKSy+dKXEPVTOmuss/SZNgehfbjd3p1ok=,11,0,,4,20160102
gp4M3+Kg0ZuIrT0QgQHjGEIBLPG5d7sh9Gx7zQGM+uE=,4,39,female,9,20070829
iIsAYTEVBTifcXk3NVpOte5QdjGrJ+e2/8FhG0ZAiZM=,1,0,,7,20150911
mlnPbn2Oe1ZM0RPtprgGSb459ghrx2q5FVINNRVZvuM=,13,18,male,3,20120307
p266nl5mSNU/1MVQE7xm6mKOZchI4mMCgKbd9ICNWlg=,1,0,,7,20150828
pf2idno8qkoYWNykv6mpy5XdVSDgHhgrGuHLIHj2ZxU=,4,0,female,9,20140907
+KPhoOB6l12ACM00c39PevoLkolLzqTwo/VLtPlP5Ko=,1,0,,4,20160521
+WiZkfIp5sDsf0xZvBnR2j6Kxi1u2k0t0mJBJqhQIJo=,13,25,male,9,20111020
0kt/mEM2LAZZv1Mp4d66L0ptpNUxToWYnZ8bzeeeyYo=,1,0,,7,20150807
1Ikiaf5k11nLSbT4IuoILToE84IntuR7s7asgHRFd10=,5,52,female,7,20130213
AacwyeKmVb82gHaxbN/Fyt04Srp8v5pjBGRozpiAJ/s=,22,33,male,7,20111230
B7SYxbVYZXUX8kfmCcbXoHWTBbcrNSQugwEa6KX14Hc=,1,0,,7,20131228
Cwfdvj/7dAACy0vE6/lVVjU82BHv7Q736Zj3HWnmzg8=,1,0,,7,20160102
HEk4dBg44ZSEFwaaxwO42DBm6EptEHqW1N/YkX7jEpQ=,1,0,,7,20111221
OG0gQavpxv8kQDAblTAmaJx9/3iVK4Ii+N8vH7kK0ew=,15,26,male,9,20050218
WuUziIZefsE/aCRVI/8C2Xjh/WBA/fkJvvxjHeQc5lo=,1,0,,7,20131015
XzeD9M5f9DBl+feICUnKIUtmeDKzcqVeA1bD5Mrj9N8=,13,24,male,7,20120209
aZfl5jxDxGBjxNaDRKorpysrIcI4WAnVE5mSPtJUMbY=,1,0,,9,20150412
griIRVEgEzxLgx2PZSCAcrR6nCVap4jvunhkQ3Pu5v0=,22,0,,7,20100427
iVSw5ZeS1m7lgXXviu4dUhzByZOwTt5OO/hJ5TPlMy0=,4,29,male,9,20061010
kHJwzVCW5uLjeh8J8tJbczoGWfockuKSSqQcGhlySG0=,13,20,female,9,20150814
qXd8FphlBfva43Sk52nUy6/u2mJRGGfy+d34Ald/Rgg=,1,0,,7,20110712
uRwda6wRcMNpxafHKOl/Ce/I1pZUULNDVFVKK6tTNRs=,5,37,male,3,20141015
wNMK4565LcoDWBI1pF9Z9yiZzWDh5DHIwFH1juakdMQ=,15,29,male,3,20150718
2x1bJ0lMJLOe3G0SqDq6NuV8hTqB8y2cedP3YFxsfgQ=,1,0,,7,20101206
4M/T6ojq+bIt0MU+TRVitPkvI2XWXkIZFIyKYT0mo28=,1,0,,7,20161226
9XXi1k4JbkG5ORxaAnjXgJt+6GE/EJyYbE1Nr+1xBOg=,1,0,,7,20131022
AaVrSfP7W82kRRiyQkCtN20wmyPS3lMqB17JSEX94Dw=,14,20,male,3,20161122
CdTXnuXmNiY7zuEj3fcnVFopi6VBf2EHvY//t/9xg1U=,1,0,,7,20160102
D465ARUGSLy1XVWrtyphxZurHeOc0QoygJbdGO9y0Ms=,1,0,,7,20110905
Lvs5UQEGv7KDXga07r5kP9KTijJFnrIpptOpZYqR9ZI=,1,0,,7,20160306
QPjwuCHiO/Vx4BsFVvqMKT2oaIOsBndn8M/xN/jw8+k=,1,0,,7,20150901
TpX904WYkFDtlXb+YJP+2RmAwD7eq4HlbIvc4KTuHvs=,1,0,,7,20140122
Z+oQ2By1qVghRrEGBEhaOkHtfKq+5W84G0IMw4RgW7c=,1,0,,7,20140914
aQRxEn70itENrojWR1BhWvpXbWWc0JH6c0NYNQLUFpU=,13,21,female,3,20150126
bk/fiyqer3nm60XUrXOzIlRkuQV98/6rwUq53tadn0E=,4,43,female,9,20100813
gxofhNCcF4jolbBpr9Fsppjt1ZpymKerZFIWah+CWaE=,13,26,male,4,20161104
76dTXqHob4fCZ3AJGwC2yj2Mlrv7RGyRK0LgF7GVXMo=,1,0,,7,20161213
8amWNDrngh6BA3JF/MkSAhCwQak9Ysy6p659w3g2ltQ=,1,0,,7,20161217
GJs32rpH86FL+Z6g2zNlCwigDNaJyKRX5/aR7P/kwKc=,18,27,female,4,20160820
WFoHy5XomT30zI5MNO5TUKEZIHJKGCO+/mJsgTH+wss=,1,0,,7,20160501
dT3pv4bcT3uXIMncGnXiOqzMqtgBPzMePR34AGbzsyo=,1,0,,4,20160425
fPHhKSJzDf7U5H62eaq11wMbUqaAcOnYkgkKSljq9UI=,1,0,,7,20160717
hB5RKeabW6PDRSIOuzfwsVBqu218GYhr5Gxw+ovSW8k=,1,0,,7,20151107
jG+EIO+xL9gEwSCwCQ3AOPnTtvWvwG+VSDSPzIi9kP0=,4,29,male,9,20070208
jXYHnb7OmtwqLYwS2jngGcHKas+6QABcVe3tkOyBv3Y=,1,0,,7,20150819
pDeyRbi+MRCUgf/xCbk4EMqlS81ehf6ySgWzE6XEF88=,1,0,,9,20150626
qu/zZzcEe8FR8b/wEuYBKuLvvXzMhq/iT2D3ASZ8CTQ=,1,0,,7,20160820
r8CEAieBJODFO1K6hMgQDPzxnhjGmJgJXyAVfTKfoxU=,11,57,female,9,20050407
szaC6vH2PoucLzdepnxlRXoTCMwUw4o1SntXc+QSBbU=,1,0,,7,20160926
tV+1SaxlO2osxX6DhUpMbkvK5zpJF5CSJuxyJM+K0V0=,21,27,male,9,20110712
zMHkl+7/YrQBJWkt3g8mAwZxxTX+yob1XtsXptKNKvE=,1,0,,7,20130303
+eJfBCmskN8rbGvvwTuU6PAB5yLeY+EL0n50kOdHDkw=,1,0,,7,20160225
/61sw91hwiQwLQ4oY8Ag2m0bdsr0HjnQfbuMultgd/U=,1,0,,7,20151024
/VivPNgb4jM8lckjqgMoQ11d/ToQlbHugl4wFpHMp8o=,13,0,,3,20130130
3bppA7XILtvdhzVsI/UwjFMu1hKuRF5dCu2YfrZ73DM=,1,0,,7,20160807
AyGUBzHQm53caMNFLUIAbVyLBfngFNuaSrgl2xdgvDQ=,1,0,,7,20121114
BOWulv9XUi0uhveljgiY9Hv9fqwf0c1LBrpxyCTQueg=,1,0,,7,20150927
EDC1gOiKZCOKBVhcoZhXrMrn5yjCOuCDOhBfLlC2zMk=,1,0,,7,20160116
FZ5qiYtVQawRDGHb18MbCPqw8Ojpz9+6ynM+iyW2dP4=,13,21,female,3,20120801
IxXB8We0vjs8Gf9l2ZmO7Oqb4gfw+8aMK/8BDGya5Aw=,13,17,female,3,20121101
aSJQaZowif9EkJSU+hPbs9L4AeJdTuxTR1BXQz+LR7g=,1,0,,7,20131006
d93bUaHq8MvfgLytDB+XyirE75/EncHhNbOTs5MwcFs=,1,0,,7,20101112
e3hlnIRurT3dvN5KRI7YEsZnXax9AWblZMEJ7EMpq4I=,1,0,,7,20101014
em+3Otle73cxpD6lWWllz3BneQiAxH4g1hwEi/v+MHs=,15,39,female,3,20130301
hqjr4D2xBA2rNZx0h9kIz7sZBbnAdweHm0r/YkClrSQ=,14,33,female,9,20111104
nH7LgLxxotY63xqoa/7Nz09hpsoEqmHlPeNqAPpE2nk=,1,0,,7,20120105
vn5a3XMoqSHLVjEbx4wWVYGOdNmJAEwF9daSUyuh2WA=,1,0,,7,20160627
5tAKnCbVbN3iXprzs8XJKHzNEBL5vJIjnHaVC9XVANc=,11,0,,7,20131128
EBv6fWsMt0T/YNlBX16JpuxqqrAav952wHsvkYO5ldc=,1,24,male,3,20140919
Gahj8/71cgcxjot3272rpRp7eKVUz04LiOZ0MxhGTXw=,22,17,male,3,20130119
JZC/0kpqzltASxFT/70EPmIJQIPukRraS1u+U2DVKLs=,4,26,female,7,20120529
LAlhGxPfo9Oxi1L/pXjIrgIBdkzwtGePuANpJF/8J9U=,22,31,female,3,20130221
LSA9imzIBGgPaKyWYzJL4X24pWW03jgzUfY0qm8Annw=,1,0,,7,20170121
Z5Pwhhfd/3QyapOQWjIg4of3cCVCLKIqaUWOcj7H2eQ=,3,30,male,7,20151015
cCwZPMMPqHw7hjmtFYCefAHN5tcGIgvrRIrFAwv+eE0=,1,0,,7,20150501
hpbgXBIBjZWeAhlF190ENbuj7rTJ8aZkHRskU6c37MA=,5,25,female,9,20080523
wkiWWZ6qjUZ9oxDZI/Mm+D8VRZSYb4LUIbtj46JNS1w=,15,27,male,7,20160108
46WqmqyL17TFLDtfiQ+au/8OsMowEuB7OaTSdGt+X3Y=,1,0,,7,20160715
HF1UQNEICfoZmxB97rgVJFUwQ1SKOfMnU72jtnL0SJI=,11,16,male,3,20161211
JoY5+qkgNyajLOd6X2M0IHBbTqK+n5Nz4MvtU5kxWwU=,13,28,male,9,20081105
JzUilWaxaX0oStqTexMu/bMyqyy0wFjcqrPiXtFF1WI=,1,0,,7,20170114
KCBa1Bdc+CFsO74GDTt68G/Bwzw+SyHMJDo8ssxoqho=,1,0,,7,20100524
Lf7+LjyVPfcdyYFaw+QjpssXZGwiCItkQsP5SgLp56E=,1,0,,7,20131216
Lk+GYfS9jhjRRJqMg/qTkANHcnGf97uITWeqWfiB3Gs=,6,24,,3,20130926
MAnmOlEtqkLVXrm9vkrgwIJYYFAvQM4+I1B1UwFzVmE=,15,28,male,9,20150120
OmOfqZr+f5O65HlGz09mxKmlXaSRRWlVkrj7V7d1Qts=,4,27,female,4,20170113
PdCIQrfmXYKShCyg2KK/DgbP3N07Ylt0a4A5sA+1d+w=,1,0,,7,20140620
UH4zPRM2s5/hZrS0ytPiGjK55BNJo3PjL3a/HmO+ZXQ=,5,23,male,7,20140901
m0p79SiNeYvg3r+872GA6cmIG2iDgltdM7lNtuV+1Tg=,1,0,,7,20130125
tJaH2srsibffqakJw533FotalrP9kLHGQ+ivLz+wd8Y=,1,0,,7,20160505
z3rwvgBtGQY54HHoMtT1ww/KxeyOt56JAvVOodJwyFI=,1,0,,7,20160310
517cHn1Cog0mpN4blw/iEBbBeDCmhBNGXkqUWSQm7WY=,1,0,,7,20150328
69zlx99NuZqbwkEc0DCl8d0+BI8haqhntZpoIUUupXs=,1,0,,7,20130707
B/FKJlGuE8VDzxAD7MPAwO4VZmfvl2za6DK26KseQsk=,1,0,,7,20130301
F8QjDNfaIQ6x0U6s6S7qM+XujDnmdbSuMy7Mk3CkD2A=,1,0,,7,20160718
HJHPV+HmgG5H6+W+HkS9FlnNwDA5xcOkrqGswaErMfo=,13,0,,9,20130618
SlHftQDyzXEkqQpwi7uPjOPUaV3pr4cCfZoEwVf9afU=,6,21,female,9,20141109
fS+tVGOC+G2K+BGxqGlA6RU2u8NjGwnjA4s98kNZcJo=,1,0,,7,20160307
psUWBBw/s/WMpfRUqBL3oASSPAlGiCuhlRS4TvpfcZo=,4,23,female,9,20070925
IxXPY8ai/z46hEy9RJIweXA41PiiOTKFTZnK8bJffxU=,4,24,female,3,20140421
PMnHeGDxJkisWm5YxwJkHFOWEIp/3ModBLeqXBvyRT0=,9,22,male,4,20160120
e0sEU45UDUyTKb8qW3CHVSG5HPn2yLvPlYl0tKl9UJE=,13,28,male,9,20080708
lxd/3YUNo9X9ZC/R89M+zY7gIswRAVNl/RZ6MgyDHxY=,5,42,female,9,20090321
pw4Vd6LQiI7JrT05IwZkRqmoWRl7v5BOWi37mMflm1w=,4,23,male,3,20141122
xw5+d48ABoNqKY+z/+FDi0oi44zn0O9NmFWtTjkAgaQ=,1,0,,4,20161022
/uDDIk8i0pqlwKQi/LV9AE5PQ2j5h3c/yOM+3rPiCHA=,1,0,,7,20161010
00G8eO5jWn2qWkzz7y1nqUppQrh8W7k0ZqLqc+wvtHo=,22,22,male,3,20160211
7kUGN2y3Q143+gLRBGgeOcYnE1LXcYV5NrAL/J/hacc=,15,0,,9,20150927
BfEBMXDQqnB92orkDLOi2iuDF2pmMX3/jbVueKy+2j0=,13,21,male,9,20150814
J8cKnGYKI6NEDkKAQQnPce1T9FzU5/FWEm8RJxn3N+A=,1,0,,7,20120320
NgOfMHSO90Vb4E6SmsTIgdoUIieF0AQfGp5UEZ2tY1A=,1,0,,7,20160715
PScaBYmPiMfXbBmnP7ZnnkFYtoI6vCf0QaXbcG6BBG0=,13,44,male,7,20160422
Q1JMMOS+FxIClJtphTQSXj+LWRyYLx7p10HmeE3lwVk=,1,0,,7,20151030
vCv8pQkVaP1FTCUSf2TOvNNXKvU0OItNBeDaH96MGfw=,1,0,,7,20160101
3CaPV2amahJHVTyYHEt5TgDMmrInVq3Y2G0bwBo5mNo=,8,0,,4,20160819
8FFr/KRAJaRcVTlGvXri9G2pGwSY60fIhdHvVgN9sJI=,13,24,,9,20140914
CtNH0g1gjvwFrcdyNZ5CEvqA2EKpLoPvTxM4s0ZF1ko=,1,0,,7,20160713
FExe3aHGzLLoNN4acmZG78/oOfnof8KBH3pe0VSG6nQ=,1,0,,7,20170123
H72szTTfI1urPx0idWjSbvaErKoz+g0/6P4FAA5lKjs=,13,25,female,9,20151022
R3xey31HPOOVvJsgsahzXuaW7UvmL4aulkctE7npEJg=,1,0,,4,20160807
iFtd0n8ZCqfnRqNAZ1983R68bKif7mXrQIq685SvMXs=,1,21,female,3,20150825
jCAH9cVjqQOg326gQyJFkaT0gxm00Thmul8ELGDOVO8=,11,24,female,3,20150804
lboemJ34FpAKQblcYyzDbPznG64gvP/9NUdPF3HCK/c=,1,20,female,3,20140819
0bBQAAjKePzCIiidqgUIJch51casWxOP6UJwfFKEsb0=,22,33,male,3,20120318
Is7BDARZD5z5LgLOfwuXkPLOMFDckMTXAD/suHYt3RE=,1,0,,7,20151010
SrNlOJdxRTqaR8rK7JN/tGF4AbkQNUeFmX+25WoAQU0=,1,0,,7,20130718
TOpPHmPpkv1KXuB8j3o5VDsa+RuVKUt77Xrtah46NjQ=,13,25,male,3,20140104
bbg5GcpVo7Smqxs3BhgMpz0oNlbeka5waam13C2TVwA=,4,22,male,9,20140418
cbAk8hchdNuoH3LUwo6ATFdmyZJQq5GjREqDOTxkELA=,4,35,female,7,20130117
cqbGjZV3WimBFg+34j3NrFezZ2DznHlBHBis1ng1fUA=,1,0,,7,20161218
eChCS9cDPvXhBtKB5Gbu4F3jO1tBAexKOqoY4IwsAt0=,1,0,,7,20160919
t+/OGNMlvycbG56M6SAJOaArMBJL21eSRMhAMpIIwbw=,15,43,female,9,20060225
thZkxKVe/geRm5y/W31+pTexieC6JqrpPovdXDJyJHQ=,1,0,,7,20160629
v5WewfGsmt2n3gI6lMO5qENBhg/5FdvqGyGcz/8dhfs=,1,0,,7,20161021
xld/YRn0jHM4xGtA+kWAauYRx5xcDRkepz6hvnDvbk8=,1,0,,7,20150930
/h/dIifv5bhMtqAyjFZpNvKkBx+qmEC1oKSWe630QdI=,1,0,,7,20120831
1FxLtTxjVxfy5rA+OkczDmHkCfAvqNHA2m6Ijjv1bDw=,1,0,,7,20150809
3q0vyWk+3u87OCJihCQij/KUCmcuWQ0jN2UyEPu640Y=,13,23,female,9,20100728
M1PZLuT0JSRty3r3i3UT5gIGDUv+0877rApPsUiRyAI=,3,26,female,7,20160810
NZNBHqeJgq7aTOWvbPxjyw3SHFTwGsN4fQOeeGtF2UQ=,1,0,,7,20151105
NfXMwC8hDNAFZzIsJxfqr3TBmXhXM2MmyjkleZIPWiA=,13,33,female,9,20090114
Yy3xXUl0cR5J49nyJX7U+cz0K6VukP2t1qHTn/JsFhM=,1,0,,7,20130624
hjXBpeKiAeg0M6t2GxxBCWv0/TCU8ZD8pgLuViCpDCA=,4,29,female,3,20160214
kuPZhyeAcsUDXpTEl4Lg4+ZMHsrdXp0qimOet6D6w7M=,5,25,female,4,20151030
m1rqCOfB/nw7PL2OHvneiXiYnAeViE0DzuUVnf4xG5A=,13,24,female,7,20140119
pLV6fCw6Oq4FvCC7TO3BDA5XpfLTY5cgDXX19KFreDI=,1,0,,7,20121116
q8qHQEC6wX77S8W7KTY0fBzT+Va7MwQhhIU/NN0aJu8=,6,51,female,7,20101004
x3sKCc9FtIWEzoXCO/7bOmHYzMLHOEqkMZDh+FuVIt0=,1,0,,7,20141028
1QMc5y8TE0xpS1Pjea2SOLForlm3yc5xmLA9WMPhR1Y=,1,0,,7,20151028
7FJBJ2ysxyTFFiAi6ZbbnTfLfY9+OTyGoU4SvQdCAnk=,22,39,female,7,20160127
IH/xikzcpH7Oj8eM3QnopX3U4rPNvSrsw3EqXv7+6pg=,1,0,,7,20160313
SdQDOt3zaXisCX7Ix1D8kojfQGnu82EPhTmg64Ejhmw=,1,0,,7,20160414
W/GKBoNStmkORtkdfa9/cTTT+l2qXY56XBIVrdey/PY=,1,0,,7,20130126
Yl82BMPymRMLsasF4AiClE3PI3w7OC8H2YQH59xW1Bc=,1,0,,7,20101028
a0cw67MixWyp7q4mHdSWQer/4uQu6gWa9Ah5g4Ym19w=,4,22,female,3,20141020
cUWRyab0HlNVpGa8uJ2qD4FPwlfliJxbKIrjRSGgFVc=,14,59,male,7,20130605
omLHAalXxzrh7yya9AOsoLadL9RGyvxN4kEZ5ELLBSk=,4,21,female,4,20160610
pSqcJhsuxXUFrnRs7KIXEe6aFMEIOyqGdMsnKSgW5Ww=,5,36,male,9,20110726
r5N3XH89jF2OyPfTz3s6Le9cYJdHQEYVzg4JnyBVYqY=,1,0,,7,20170121
uQvL1g4uPx7a0fBjF5g2zH6d7Re09JoR+X0SZagyTRg=,12,0,,4,20161008
/rTYO+n/+cBdYQu5abkBKtMzqezIt3uTYvo+o0h/c4M=,1,0,,7,20160618
O9YiKbKRrdGRm8AP1fpcoo+0lZlU2OvbJK3KKtnxMvs=,6,19,male,3,20120827
PGLUBAmsHxCSnvmpJUpRp30g5BTc6/5p3//j8Nn2bWM=,22,39,female,7,20160125
SpqsC4wO3RutJrEJnsgTEnufFdnFRpQ+TRylc0BwhJQ=,5,0,,9,20160117
ZsHYEczi2QF99hOdl/uh3jwHqWnLJp1VTCuBv6qbUoc=,22,35,male,7,20131006
tdjDaqLdyIMKgmkYdN1vmjvPmRslin1BBuu56lMFNZI=,1,0,,9,20170126
zP2hRZZ6mxma99o9PX/PthmXkGnDMqjy69nP60SMa2k=,1,0,,7,20150816
Bx0qDq+8eguRmbpbC0ibBA+aro6Lw7X4ONFMi6+KHsk=,1,0,,7,20130505
HIW8SOqchs12BRT9jBCjTinLMIuhznLonqf31OR5MgI=,1,0,,7,20131010
cgoqPRciP1lw05j8zNJJNBdj4F+qRf20aowZcQ1buYI=,1,0,,7,20170126
hSX4wFRakBS5Szwzq+qG81pR+w+exQ6QSrysqubffsw=,4,41,male,7,20140526
k21fP2/8sVN0XDEz22Lg8uwFXZM8rsWtPK7Yph+YK/w=,10,23,female,9,20150426
pwgd7r7ldNzqupluDsFgOBkc0e+X8RnZoRvLauSoE90=,1,0,,7,20160102
